#SampleID	Sample_Name	PalmID	ESPECIE	ESTADIO	Age_Group	New_Age_Group	SEXO	PROCEDENCIA	HABITAT	Region	FirstBM	TypeBM	HumanBM	MammalBM	BirdBM	ReptileBM	NumberBM	SecondBM	ThirdBM	FourthBM	FifthBM	TotalBM	PCR_RESULTS_121_122	SingleInf_Tcruzi	PCR_RESULTS_duplex_Trangeli	R1_R2_Results_1stRun	R1_R2_GelDate_1stRun	R1_R2_Results_2ndRun	R1_R2_GelDate_2ndRun	Consensus_R1R2_Results	SingleInf_Trangeli	PCR_RESULTS_duplex_Tcruzi	Coinfection	Infection_Type
#q2:types	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical				categorical	categorical	categorical	categorical
H4.P1	92	HN5	R. pallescens	N4	N4_Adult	N3_Adult	NA	La Chorrera	Peridomestic	La Chorrera	Piranga	Bird	No	No	Yes	Yes	One	NA	NA	NA	NA		Negative	Negative	Negative	Negative	May-27-2022				Negative	Negative	No	Negative
H8.P1	96	HN5	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Piranga	Bird	No	No	Yes	No	Two	Other	NA	NA	NA		Negative	Negative	Negative	Negative	May-27-2022				Negative	Negative	No	Negative
H9.P1	98	HN5	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Other	Other	No	No	No	No	One	NA	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
H10.P1	99	HN5	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Other	Other	No	No	No	No	One	NA	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
H12.P1	101	HN5	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Peridomestic	La Chorrera	Piranga	Bird	No	No	Yes	No	One	NA	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
A2.P2	102	HN3	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	Yes	Yes	No	No	Three	Human	Mus	NA	NA		Positive	Positive	Negative						Negative	Negative	No	Tcruzi
A6.P2	106	HN3	R. pallescens	N1	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	Yes	Yes	No	No	Three	Human	Mus	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
A7.P2	107	HN3	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	Yes	Yes	No	No	Two	Human	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
B1.P2	113	HN9	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Peridomestic	La Chorrera	Turdus	Mix	No	Yes	Yes	No	Two	Philander	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
B2.P2	114	HN9	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	Yes	Yes	No	No	Two	Human	NA	NA	NA		Negative	Negative	Negative						Negative	Positive	No	Negative
B3.P2	115	HN9	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
B4.P2	116	HN9	R. pallescens	N1	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	Yes	Yes	No	No	Two	Human	NA	NA	NA		Positive	Positive	Negative						Negative	Negative	No	Negative
B5.P2	117	HN9	R. pallescens	N5	N4_Adult	N3_Adult	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Negative						Negative	Positive	No	Tcruzi
B6.P2	118	HN9	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Negative	Positive	Positive	May-6-2022				Negative	Positive	Yes	Coinfection
B7.P2	119	HN9	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mix	No	Yes	Yes	No	Two	Turdus	NA	NA	NA		Positive	Positive	Negative						Negative	Positive	No	Tcruzi
B8.P2	120	HN9	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Positive	Positive	May-6-2022				Negative	Positive	Yes	Coinfection
B9.P2	121	HN9	R. pallescens	N5	N4_Adult	N3_Adult	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Negative						Negative	Positive	No	Tcruzi
B10.P2	122	HN9	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mix	No	Yes	Yes	No	Two	Turdus	NA	NA	NA		Positive	Negative	Negative						Negative	Negative	No	Tcruzi
B11.P2	123	HN9	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Negative	Positive						Negative	Negative	Yes	Coinfection
B12.P2	124	HN9	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Positive	Negative	May-6-2022				Negative	Negative	Yes	Coinfection
C1.P2	125	HN9	R. pallescens	N1	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mix	Yes	Yes	Yes	No	Four	Thraupis	Other	Human	NA		Negative	Negative	Positive	Negative	May-6-2022				Single	Positive	No	Trangeli
C2.P2	126	HN9	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mix	No	Yes	Yes	No	Two	Thraupis	NA	NA	NA		Positive	Positive	Positive						Negative	Positive	Yes	Coinfection
C3.P2	127	HN9	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mix	No	Yes	Yes	No	Three	Thraupis	Mus	NA	NA		Negative	Negative	Positive						Single	Negative	No	Trangeli
C4.P2	128	HN9	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Positive						Negative	Positive	Yes	Coinfection
C5.P2	129	HN9	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mix	No	Yes	Yes	No	Two	Thraupis	NA	NA	NA		Positive	Positive	Negative						Negative	Negative	No	Tcruzi
C6.P2	130	HN9	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mix	No	Yes	Yes	No	Two	Thraupis	NA	NA	NA		Positive	Positive	Negative						Negative	Positive	No	Tcruzi
C12.P2	136	CAM1P17	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Campana	Peridomestic	Capira	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Positive						Negative	Negative	Yes	Coinfection
D1.P2	137	CAM1P17	R. pallescens	N3	N1_N3	N3_Adult	NA	Campana	Peridomestic	Capira	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Negative						Negative	Positive	No	Tcruzi
D2.P2	138	CAM1P17	R. pallescens	N2	N1_N3	N1_N2	NA	Campana	Peridomestic	Capira	Philander	Mammal	No	Yes	No	No	Two	Heteromys	NA	NA	NA		Positive	Positive	Negative						Negative	Negative	No	Tcruzi
D3.P2	139	CAM1P17	R. pallescens	N2	N1_N3	N1_N2	NA	Campana	Peridomestic	Capira	Philander	Mammal	Yes	Yes	No	No	Four	Bos	Leopardus	Human	NA		Positive	Positive	Positive						Single	Negative	Yes	Coinfection
D4.P2	140	CAM1P17	R. pallescens	N2	N1_N3	N1_N2	NA	Campana	Peridomestic	Capira	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Negative	Negative	Negative						Single	Positive	No	Negative
D5.P2	141	CAM1P17	R. pallescens	N2	N1_N3	N1_N2	NA	Campana	Peridomestic	Capira	Philander	Mammal	No	Yes	No	No	Two	Mus	NA	NA	NA		Negative	Negative	Positive						Single	Negative	No	Trangeli
D6.P2	142	CAM2P17	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Campana	Peridomestic	Capira	Philander	Mammal	No	Yes	No	No	Two	Coendou	NA	NA	NA		Positive	Positive	Positive						Negative	Positive	Yes	Coinfection
D7.P2	143	CAM2P17	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Campana	Peridomestic	Capira	Philander	Mammal	No	Yes	No	No	Two	Tamandua	NA	NA	NA		Positive	Positive	Positive						Negative	Positive	Yes	Coinfection
H1.P2	187	CAM2P17	R. pallescens	Adult	N4_Adult	N3_Adult	Female	Campana	Peridomestic	Capira	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Negative						Negative	Positive	No	Tcruzi
H2.P2	188	CAM2P17	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Campana	Peridomestic	Capira	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
H3.P2	189	CAM2P17	R. pallescens	N2	N1_N3	N1_N2	NA	Campana	Peridomestic	Capira	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Negative						Negative	Negative	No	Tcruzi
H5.P2	191	CAM2P17	R. pallescens	Adult	N4_Adult	N3_Adult	Female	Campana	Peridomestic	Capira	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Negative	Negative	Positive						Single	Negative	No	Trangeli
H10.P2	200	SF1	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Peridomestic	Veraguas	Thraupis	Mix	Yes	Yes	Yes	No	Two	Philander	NA	NA	NA		Positive	Positive	Positive						Single	Negative	Yes	Coinfection
H11.P2	201	SF1	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Peridomestic	Veraguas	Philander	Mammal	No	Yes	No	No	Two	Procyon	NA	NA	NA		Positive	Positive	Positive						Negative	Positive	Yes	Coinfection
H12.P2	202	SF1	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Peridomestic	Veraguas	Philander	Mammal	Yes	Yes	No	No	Three	Human	Mus	NA	NA		Positive	Positive	Negative						Negative	Negative	No	Tcruzi
D1.P3	293	SF12	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Philander	NA	NA	NA		Positive	Positive	NA						NA	NA	NA	Tcruzi
D2.P3	294	SF12	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Heteromys	NA	NA	NA		Positive	Positive	Positive						NA	Positive	Yes	Coinfection
D3.P3	295	SF12	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	Yes	Yes	No	No	Three	Heteromys	Human	NA	NA		Positive	Positive	NA						NA	NA	NA	Tcruzi
D4.P3	296	SF12	R. pallescens	Adult	N4_Adult	N3_Adult	Male	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Positive						NA	Positive	Yes	Coinfection
D5.P3	297	SF12	R. pallescens	N5	N4_Adult	N3_Adult	NA	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	NA						NA	NA	NA	Tcruzi
D6.P3	298	SF12	R. pallescens	N5	N4_Adult	N3_Adult	NA	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Heteromys	NA	NA	NA		Positive	Positive	Positive						NA	Negative	Yes	Coinfection
D7.P3	299	SF12	R. pallescens	N4	N4_Adult	N3_Adult	NA	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Positive						NA	Positive	Yes	Coinfection
D8.P3	300	SF12	R. pallescens	N3	N1_N3	N3_Adult	NA	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Heteromys	NA	NA	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
D9.P3	301	SF12	R. pallescens	N3	N1_N3	N3_Adult	NA	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	Yes	Yes	No	No	Three	Heteromys	Human	NA	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
D10.P3	302	SF12	R. pallescens	N3	N1_N3	N3_Adult	NA	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Heteromys	NA	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
D11.P3	303	SF12	R. pallescens	N3	N1_N3	N3_Adult	NA	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Heteromys	NA	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
D12.P3	304	SF12	R. pallescens	N2	N1_N3	N1_N2	NA	Veraguas	Peridomestic	Veraguas	Heteromys	Mix	No	Yes	Yes	No	Three	Didelphis	Piranga	NA	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
G3.P3	382	SF11	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Heteromys	NA	NA	NA		Negative	Negative	NA						NA	NA	NA	Negative
G4.P3	383	SF11	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Heteromys	NA	NA	NA		Positive	Positive	NA						NA	NA	NA	Tcruzi
G5.P3	384	SF11	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Heteromys	NA	NA	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
G6.P3	385	SF11	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Heteromys	NA	NA	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
G7.P3	389	SF11	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Peridomestic	Veraguas	Heteromys	Mammal	No	Yes	No	No	Three	Didelphis	Metachirus	NA	NA		Positive	Positive	Negative						NA	Negative	No	Tcruzi
G8.P3	391	SF11	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	Yes	Yes	No	No	Three	Heteromys	Human	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
G9.P3	393	SF11	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Peridomestic	Veraguas	Heteromys	Mix	No	Yes	Yes	No	Three	Didelphis	Thraupis	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
G10.P3	395	SF11	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Peridomestic	Veraguas	Heteromys	Mix	No	Yes	Yes	No	Three	Didelphis	Thraupis	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
G11.P3	396	SF11	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Peridomestic	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Three	Human	Didelphis	NA	NA		Negative	Negative	Negative						NA	Positive	No	Negative
G12.P3	397	SF11	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Negative						NA	Positive	No	Tcruzi
H1.P3	398	SF11	R. pallescens	Adult	N4_Adult	N3_Adult	Male	Veraguas	Peridomestic	Veraguas	Didelphis	Mammal	No	Yes	No	No	Two	Philander	NA	NA	NA		Positive	Positive	Positive						NA	Positive	Yes	Tcruzi
H2.P3	399	SF11	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Peridomestic	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Four	Human	Mus	Didelphis	NA		Negative	Negative	Negative						NA	Negative	No	Negative
H3.P3	400	SF11	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Peridomestic	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Four	Human	Didelphis	Bos	NA		Negative	Negative	Negative						NA	Negative	No	Negative
H4.P3	401	SF11	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Peridomestic	Veraguas	Heteromys	Mammal	No	Yes	No	No	Three	Didelphis	Other	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
H6.P3	403	SF11	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Peridomestic	Veraguas	Heteromys	Mammal	Yes	Yes	No	No	Four	Other	Human	Didelphis	NA		Negative	Negative	Negative						NA	Negative	No	Negative
H7.P3	405	SF11	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Peridomestic	Veraguas	Heteromys	Mammal	No	Yes	No	No	Three	Mus	Didelphis	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
H8.P3	406	SF11	R. pallescens	N1	N1_N3	N1_N2	NA	Veraguas	Peridomestic	Veraguas	Heteromys	Mammal	No	Yes	No	No	Three	Bos	Didelphis	NA	NA		Negative	Negative	Negative						NA	Negative	No	Negative
