#SampleID	Sample_Name	PalmID	ESPECIE	ESTADIO	Age_Group	New_Age_Group	SEXO	PROCEDENCIA	HABITAT	Region	FirstBM	TypeBM	HumanBM	MammalBM	BirdBM	ReptileBM	NumberBM	SecondBM	ThirdBM	FourthBM	FifthBM	TotalBM	PCR_RESULTS_121_122	SingleInf_Tcruzi	PCR_RESULTS_duplex_Trangeli	R1_R2_Results_1stRun	R1_R2_GelDate_1stRun	R1_R2_Results_2ndRun	R1_R2_GelDate_2ndRun	Consensus_R1R2_Results	SingleInf_Trangeli	PCR_RESULTS_duplex_Tcruzi	Coinfection	Infection_Type
#q2:types	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical				categorical	categorical	categorical	categorical
G3.P1	79	HN1	R. pallescens	N1	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	Yes	Yes	No	No	Three	Human	Mus	NA	NA		Negative	Negative	Negative	Negative	May-27-2022				Negative	Negative	No	Negative
G8.P1	84	HN11	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Piranga	Mix	No	Yes	Yes	No	Four	Other	Mus	Philander	NA		Negative	Negative	Negative	Negative	May-27-2022				Negative	Negative	No	Negative
G10.P1	86	HN2	R. pallescens	N1	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Other	Other	No	No	No	No	One	NA	NA	NA	NA		Negative	Negative	Negative	Negative	May-27-2022				Negative	Negative	No	Negative
H1.P1	89	HN5	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Piranga	Mix	Yes	Yes	Yes	No	Two	Human	NA	NA	NA		Negative	Negative	Negative	Negative	May-27-2022				Negative	Negative	No	Negative
H2.P1	90	HN5	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Piranga	Bird	No	No	Yes	No	One	NA	NA	NA	NA		Negative	Negative	Negative	Negative	May-27-2022				Negative	Negative	No	Negative
H3.P1	91	HN5	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Leopardus	Mix	No	Yes	Yes	No	Two	Piranga	NA	NA	NA		Negative	Negative	Negative	Negative	May-27-2022				Negative	Negative	No	Negative
H4.P1	92	HN5	R. pallescens	N4	N4_Adult	N3_Adult	NA	La Chorrera	Peridomestic	La Chorrera	Piranga	Bird	No	No	Yes	Yes	One	NA	NA	NA	NA		Negative	Negative	Negative	Negative	May-27-2022				Negative	Negative	No	Negative
H8.P1	96	HN5	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Piranga	Bird	No	No	Yes	No	Two	Other	NA	NA	NA		Negative	Negative	Negative	Negative	May-27-2022				Negative	Negative	No	Negative
H9.P1	98	HN5	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Other	Other	No	No	No	No	One	NA	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
H10.P1	99	HN5	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Other	Other	No	No	No	No	One	NA	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
H12.P1	101	HN5	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Peridomestic	La Chorrera	Piranga	Bird	No	No	Yes	No	One	NA	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
A2.P2	102	HN3	R. pallescens	Adult	N4_Adult	N3_Adult	TBD	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	Yes	Yes	No	No	Three	Human	Mus	NA	NA		Positive	Positive	Negative						Negative	Negative	No	Tcruzi
A6.P2	106	HN3	R. pallescens	N1	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	Yes	Yes	No	No	Three	Human	Mus	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
A7.P2	107	HN3	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	Yes	Yes	No	No	Two	Human	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
B1.P2	113	HN9	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Peridomestic	La Chorrera	Turdus	Mix	No	Yes	Yes	No	Two	Philander	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
B2.P2	114	HN9	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	Yes	Yes	No	No	Two	Human	NA	NA	NA		Negative	Negative	Negative						Negative	Positive	No	Negative
B3.P2	115	HN9	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
B4.P2	116	HN9	R. pallescens	N1	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	Yes	Yes	No	No	Two	Human	NA	NA	NA		Positive	Positive	Negative						Negative	Negative	No	Negative
B5.P2	117	HN9	R. pallescens	N5	N4_Adult	N3_Adult	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Negative						Negative	Positive	No	Tcruzi
B6.P2	118	HN9	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Negative	Positive	Positive	May-6-2022				Negative	Positive	Yes	Coinfection
B7.P2	119	HN9	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mix	No	Yes	Yes	No	Two	Turdus	NA	NA	NA		Positive	Positive	Negative						Negative	Positive	No	Tcruzi
B8.P2	120	HN9	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Positive	Positive	May-6-2022				Negative	Positive	Yes	Coinfection
B9.P2	121	HN9	R. pallescens	N5	N4_Adult	N3_Adult	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Negative						Negative	Positive	No	Tcruzi
B10.P2	122	HN9	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mix	No	Yes	Yes	No	Two	Turdus	NA	NA	NA		Positive	Negative	Negative						Negative	Negative	No	Tcruzi
B11.P2	123	HN9	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Negative	Positive						Negative	Negative	Yes	Coinfection
B12.P2	124	HN9	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Positive	Negative	May-6-2022				Negative	Negative	Yes	Coinfection
C1.P2	125	HN9	R. pallescens	N1	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mix	Yes	Yes	Yes	No	Four	Thraupis	Other	Human	NA		Negative	Negative	Positive	Negative	May-6-2022				Single	Positive	No	Trangeli
C2.P2	126	HN9	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mix	No	Yes	Yes	No	Two	Thraupis	NA	NA	NA		Positive	Positive	Positive						Negative	Positive	Yes	Coinfection
C3.P2	127	HN9	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mix	No	Yes	Yes	No	Three	Thraupis	Mus	NA	NA		Negative	Negative	Positive						Single	Negative	No	Trangeli
C4.P2	128	HN9	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Positive						Negative	Positive	Yes	Coinfection
C5.P2	129	HN9	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mix	No	Yes	Yes	No	Two	Thraupis	NA	NA	NA		Positive	Positive	Negative						Negative	Negative	No	Tcruzi
C6.P2	130	HN9	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Peridomestic	La Chorrera	Philander	Mix	No	Yes	Yes	No	Two	Thraupis	NA	NA	NA		Positive	Positive	Negative						Negative	Positive	No	Tcruzi
C8.P2	132	CHOR1P4	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Pasture	La Chorrera	Philander	Mix	No	Yes	Yes	No	Two	Thraupis	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Tcruzi
C9.P2	133	CHOR1P6	R. pallescens	N5	N4_Adult	N3_Adult	NA	La Chorrera	Pasture	La Chorrera	Thraupis	Bird	No	No	Yes	No	One	NA	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
C10.P2	134	CHOR1P6	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Pasture	La Chorrera	Thraupis	Bird	No	No	Yes	No	One	NA	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
C11.P2	135	CHOR1P6	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Pasture	La Chorrera	Philander	Mix	No	Yes	Yes	No	Two	Thraupis	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
D8.P2	144	CHOR1P3	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	No	Yes	No	No	Two	Other	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
D9.P2	145	CHOR1P3	R. pallescens	N4	N4_Adult	N3_Adult	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Negative						Negative	Positive	No	Tcruzi
D10.P2	146	CHOR1P3	R. pallescens	N5	N4_Adult	N3_Adult	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Negative						Negative	Positive	No	Tcruzi
D11.P2	147	CHOR1P3	R. pallescens	N5	N4_Adult	N3_Adult	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Negative						Negative	Positive	No	Tcruzi
D12.P2	148	CHOR1P3	R. pallescens	N5	N4_Adult	N3_Adult	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Negative						Negative	Negative	No	Tcruzi
E1.P2	149	CHOR1P3	R. pallescens	N5	N4_Adult	N3_Adult	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Negative						Negative	Positive	No	Tcruzi
E2.P2	150	CHOR1P3	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	No	Yes	No	No	Two	Other	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
E3.P2	151	CHOR1P3	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	Yes	Yes	No	No	Three	Human	Mus	NA	NA		Positive	Positive	Negative						Negative	Negative	Yes	Tcruzi
E4.P2	152	CHOR1P3	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	No	Yes	No	No	Two	Mus	NA	NA	NA		Positive	Positive	Negative						Negative	Negative	No	Tcruzi
E5.P2	153	CHOR1P3	R. pallescens	N1	N1_N3	N1_N2	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	No	Yes	No	No	Two	Other	NA	NA	NA		Positive	Positive	Negative						Negative	Negative	No	Tcruzi
E6.P2	154	CHOR1P3	R. pallescens	N1	N1_N3	N1_N2	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	Yes	Yes	No	No	Two	Human	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
E7.P2	155	CHOR1P3	R. pallescens	N1	N1_N3	N1_N2	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	No	Yes	No	No	Two	Procyon	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
E8.P2	157	CHOR1P3	R. pallescens	N1	N1_N3	N1_N2	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	Yes	Yes	No	No	Two	Human	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
E9.P2	158	CHOR1P3	R. pallescens	N1	N1_N3	N1_N2	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Negative	Negative	Negative						Negative	Positive	No	Negative
E10.P2	159	CHOR1P3	R. pallescens	N5	N4_Adult	N3_Adult	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Negative						Negative	Positive	No	Tcruzi
E11.P2	160	CHOR1P3	R. pallescens	N5	N4_Adult	N3_Adult	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Negative						Negative	Positive	No	Tcruzi
E12.P2	161	CHOR1P3	R. pallescens	N4	N4_Adult	N3_Adult	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	Yes	Yes	No	No	Three	Mus	Human	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
F1.P2	162	CHOR1P3	R. pallescens	N4	N4_Adult	N3_Adult	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Negative						Negative	Positive	No	Tcruzi
F2.P2	163	CHOR1P3	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Negative	Negative	Negative						Negative	Positive	No	Negative
F3.P2	164	CHOR1P3	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Negative						Negative	Negative	No	Tcruzi
F4.P2	165	CHOR1P3	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Positive	Positive	Negative						Negative	Negative	No	Tcruzi
F5.P2	166	CHOR1P3	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Pasture	La Chorrera	Other	Reptile	No	No	No	Yes	Three	Lepidodactylus	Philander	NA	NA		Positive	Positive	Negative						Negative	Negative	No	Tcruzi
F6.P2	167	CHOR1P3	R. pallescens	N1	N1_N3	N1_N2	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
F7.P2	168	CHOR1P3	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Pasture	La Chorrera	Other	Mammal	No	Yes	No	No	Two	Philander	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
F8.P2	169	CHOR1P3	R. pallescens	N1	N1_N3	N1_N2	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	No	Yes	No	No	One	NA	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
F9.P2	170	CHOR1P3	R. pallescens	N1	N1_N3	N1_N2	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	Yes	Yes	No	No	Two	Human	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
F10.P2	171	CHOR1P1	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	Yes	Yes	No	No	Four	Other	Human	Bos	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
F11.P2	172	CHOR1P1	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Pasture	La Chorrera	Other	Mammal	No	Yes	No	No	Two	Philander	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
F12.P2	173	CHOR1P1	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Pasture	La Chorrera	Philander	Mammal	No	Yes	No	No	Two	Other	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
G5.P2	178	CHOR1P1	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Pasture	La Chorrera	Other	Other	No	No	No	No	One	NA	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
G7.P2	180	CHOR1P1	R. pallescens	N3	N1_N3	N3_Adult	NA	La Chorrera	Pasture	La Chorrera	Other	Mammal	No	Yes	No	No	Two	Mus	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
G8.P2	181	CHOR1P2	R. pallescens	N2	N1_N3	N1_N2	NA	La Chorrera	Pasture	La Chorrera	Other	Mix	No	Yes	Yes	No	Three	Mus	Thraupis	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
G10.P2	184	CHOR1P5	R. pallescens	Adult	N4_Adult	N3_Adult	Female	La Chorrera	Pasture	La Chorrera	Thraupis	Bird	No	No	Yes	No	One	NA	NA	NA	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
G11.P2	185	CHOR1P5	R. pallescens	N1	N1_N3	N1_N2	NA	La Chorrera	Pasture	La Chorrera	Other	Mix	No	Yes	Yes	No	Four	Mus	Philander	Thraupis	NA		Negative	Negative	Negative						Negative	Negative	No	Negative
